source_id,source_type,cartesian_y,cartesian_x
j1709.0-3525,AGN,100.0,116.0
j1712.5-3142,AGN,121.0,72.0
j1713.2-3417,AGN,100.0,98.0
j1716.3-3421,AGN,93.0,94.0
j1717.5-3342,AGN,95.0,85.0
j1718.0-3055,AGN,114.0,55.0
j1731.6-3002,AGN,89.0,25.0
j1733.4-3943,AGN,18.0,126.0
j1736.9-3357,AGN,50.0,59.0
j1738.8-3418,AGN,43.0,60.0
j1741.5-3119,AGN,58.0,24.0
j1753.3-3325,AGN,16.0,30.0
j1730.5-3352,PSR,65.0,67.0
j1732.5-3131,PSR,77.0,39.0
j1736.1-3422,PSR,49.0,65.0
j1739.4-3015,PSR,70.0,15.0
j1742.3-3318,PSR,42.0,44.0
j1746.8-3239,PSR,36.0,31.0
j1747.2-2957,PSR,53.0,1.0
