source_id,source_type,cartesian_y,cartesian_x
AGN_438,AGN,13.0,9.0
AGN_566,AGN,68.0,28.0
AGN_725,AGN,113.0,95.0
AGN_766,AGN,66.0,94.0
AGN_767,AGN,14.0,80.0
AGN_933,AGN,111.0,48.0
AGN_934,AGN,21.0,2.0
AGN_1750,AGN,85.0,64.0
AGN_2359,AGN,93.0,28.0
AGN_2464,AGN,113.0,45.0
AGN_2628,AGN,82.0,91.0
AGN_2705,AGN,68.0,66.0
AGN_4515,AGN,1.0,26.0
AGN_4696,AGN,5.0,34.0
AGN_5125,AGN,49.0,4.0
AGN_5313,AGN,125.0,4.0
AGN_5463,AGN,23.0,13.0
AGN_6306,AGN,45.0,110.0
AGN_6472,AGN,29.0,25.0
AGN_6787,AGN,60.0,76.0
AGN_6955,AGN,80.0,64.0
