source_id,source_type,cartesian_y,cartesian_x
AGN_299,AGN,54.0,20.0
AGN_527,AGN,27.0,6.0
AGN_796,AGN,45.0,22.0
AGN_982,AGN,10.0,55.0
AGN_2272,AGN,55.0,38.0
AGN_3049,AGN,41.0,11.0
AGN_3117,AGN,1.0,51.0
AGN_3875,AGN,23.0,2.0
AGN_4135,AGN,57.0,56.0
AGN_4181,AGN,40.0,22.0
AGN_4336,AGN,56.0,38.0
AGN_4859,AGN,5.0,25.0
AGN_4904,AGN,50.0,14.0
AGN_5466,AGN,53.0,23.0
AGN_5582,AGN,20.0,39.0
AGN_6121,AGN,22.0,25.0
AGN_6204,AGN,7.0,59.0
AGN_6644,AGN,32.0,10.0
AGN_6665,AGN,63.0,20.0
AGN_6834,AGN,37.0,44.0
PSR_63,PSR,41.0,56.0
