source_id,source_type,cartesian_y,cartesian_x
j1051.4+3942,AGN,14.0,7.0
j1054.2+3926,AGN,21.0,6.0
j1058.0+4305,AGN,8.0,52.0
j1100.3+4020,AGN,29.0,24.0
j1101.4+4108,AGN,27.0,34.0
j1101.5+3904,AGN,40.0,11.0
j1104.4+3812,AGN,51.0,4.0
j1105.8+3944,AGN,45.0,23.0
j1109.6+3735,AGN,67.0,4.0
j1120.8+4212,AGN,60.0,69.0
j1127.3+3755,AGN,103.0,30.0
j1127.8+3618,AGN,115.0,14.0
j1128.8+3757,AGN,106.0,33.0
j1129.1+3703,AGN,113.0,24.0
j1131.0+3815,AGN,108.0,39.0
j1138.2+4115,AGN,102.0,81.0
j1139.0+4033,AGN,109.0,75.0
j1145.5+4423,AGN,93.0,124.0
j1150.6+4154,AGN,121.0,105.0
j1155.2+4320,AGN,119.0,126.0
