source_id,source_type,cartesian_y,cartesian_x
AGN_295,AGN,122.0,11.0
AGN_299,AGN,38.0,11.0
AGN_324,AGN,72.0,37.0
AGN_430,AGN,105.0,117.0
AGN_511,AGN,48.0,55.0
AGN_551,AGN,108.0,97.0
AGN_605,AGN,116.0,101.0
AGN_721,AGN,43.0,65.0
AGN_849,AGN,58.0,100.0
AGN_3279,AGN,67.0,36.0
AGN_3524,AGN,38.0,110.0
AGN_3721,AGN,105.0,21.0
AGN_3915,AGN,72.0,6.0
AGN_4232,AGN,27.0,49.0
AGN_4285,AGN,46.0,109.0
AGN_4351,AGN,117.0,62.0
AGN_4590,AGN,125.0,44.0
AGN_4763,AGN,89.0,93.0
AGN_5023,AGN,26.0,68.0
AGN_5660,AGN,30.0,107.0
AGN_5769,AGN,93.0,80.0
AGN_5828,AGN,35.0,15.0
AGN_5899,AGN,43.0,81.0
AGN_6346,AGN,87.0,43.0
AGN_7268,AGN,35.0,62.0
