source_id,source_type,cartesian_y,cartesian_x
AGN_254,AGN,27.0,77.0
AGN_734,AGN,112.0,105.0
AGN_1197,AGN,13.0,68.0
AGN_1497,AGN,16.0,26.0
AGN_1942,AGN,28.0,6.0
AGN_2152,AGN,67.0,30.0
AGN_2175,AGN,65.0,58.0
AGN_2887,AGN,118.0,5.0
AGN_3503,AGN,12.0,77.0
AGN_3611,AGN,9.0,115.0
AGN_3913,AGN,14.0,12.0
AGN_4276,AGN,36.0,29.0
AGN_4651,AGN,24.0,1.0
AGN_4679,AGN,59.0,77.0
AGN_4687,AGN,120.0,116.0
AGN_5071,AGN,81.0,58.0
AGN_5239,AGN,69.0,117.0
AGN_5337,AGN,39.0,117.0
AGN_5504,AGN,44.0,10.0
AGN_5511,AGN,87.0,23.0
AGN_5555,AGN,37.0,126.0
AGN_5570,AGN,93.0,72.0
AGN_5575,AGN,99.0,4.0
AGN_5872,AGN,115.0,68.0
AGN_6241,AGN,13.0,102.0
AGN_6258,AGN,43.0,35.0
AGN_6385,AGN,11.0,90.0
AGN_6647,AGN,34.0,7.0
AGN_6691,AGN,88.0,77.0
AGN_6747,AGN,56.0,50.0
AGN_7375,AGN,88.0,40.0
