source_id,source_type,cartesian_y,cartesian_x
AGN_1025,AGN,47.0,22.0
AGN_1326,AGN,2.0,39.0
AGN_1625,AGN,26.0,56.0
AGN_2439,AGN,30.0,36.0
AGN_2495,AGN,52.0,10.0
AGN_2524,AGN,52.0,29.0
AGN_2569,AGN,9.0,52.0
AGN_2669,AGN,22.0,49.0
AGN_3422,AGN,34.0,58.0
AGN_3463,AGN,37.0,37.0
AGN_3997,AGN,44.0,29.0
AGN_4110,AGN,38.0,45.0
AGN_5204,AGN,36.0,40.0
AGN_5427,AGN,54.0,54.0
AGN_5586,AGN,6.0,49.0
AGN_6019,AGN,10.0,55.0
AGN_6094,AGN,32.0,39.0
AGN_6372,AGN,42.0,24.0
AGN_6950,AGN,47.0,30.0
AGN_7094,AGN,6.0,29.0
