source_id,source_type,cartesian_y,cartesian_x
AGN_241,AGN,44.0,43.0
AGN_478,AGN,1.0,3.0
AGN_947,AGN,48.0,14.0
AGN_1007,AGN,21.0,51.0
AGN_1156,AGN,42.0,46.0
AGN_1829,AGN,4.0,52.0
AGN_2157,AGN,49.0,5.0
AGN_2787,AGN,50.0,22.0
AGN_2885,AGN,33.0,28.0
AGN_3378,AGN,63.0,9.0
AGN_3808,AGN,15.0,23.0
AGN_4019,AGN,7.0,41.0
AGN_4280,AGN,29.0,31.0
AGN_4372,AGN,56.0,27.0
AGN_4464,AGN,6.0,9.0
AGN_5421,AGN,36.0,2.0
AGN_5790,AGN,34.0,23.0
AGN_6125,AGN,43.0,20.0
AGN_6168,AGN,52.0,46.0
AGN_6500,AGN,44.0,1.0
AGN_6576,AGN,42.0,3.0
AGN_6937,AGN,46.0,4.0
AGN_6950,AGN,56.0,42.0
AGN_7235,AGN,50.0,37.0
