source_id,source_type,cartesian_y,cartesian_x
j1613.6+3411,AGN,125.0,124.0
j1616.7+4107,AGN,118.0,35.0
j1625.7+4134,AGN,96.0,29.0
j1626.3+3514,AGN,92.0,110.0
j1626.8+4337,AGN,94.0,2.0
j1631.5+4219,AGN,83.0,18.0
j1635.2+3808,AGN,71.0,71.0
j1635.6+3500,AGN,67.0,111.0
j1635.6+3628,AGN,68.0,93.0
j1637.2+4327,AGN,70.0,3.0
j1639.2+4129,AGN,64.0,28.0
j1640.4+3945,AGN,59.0,50.0
j1642.9+3948,AGN,53.0,49.0
j1648.2+4232,AGN,44.0,13.0
j1652.7+4024,AGN,30.0,39.0
j1653.8+3945,AGN,26.0,47.0
j1701.3+3956,AGN,8.0,42.0
