source_id,source_type,cartesian_y,cartesian_x
AGN_78,AGN,84.0,96.0
AGN_1338,AGN,114.0,24.0
AGN_1433,AGN,103.0,104.0
AGN_1530,AGN,9.0,23.0
AGN_1799,AGN,55.0,38.0
AGN_2168,AGN,66.0,20.0
AGN_2192,AGN,121.0,13.0
AGN_2247,AGN,68.0,60.0
AGN_2491,AGN,18.0,48.0
AGN_3146,AGN,92.0,110.0
AGN_3831,AGN,49.0,15.0
AGN_3870,AGN,6.0,110.0
AGN_3931,AGN,58.0,85.0
AGN_4440,AGN,73.0,44.0
AGN_4870,AGN,110.0,65.0
AGN_5255,AGN,113.0,123.0
AGN_5350,AGN,42.0,51.0
AGN_5476,AGN,116.0,75.0
AGN_5628,AGN,91.0,27.0
AGN_7089,AGN,30.0,7.0
