source_id,source_type,cartesian_y,cartesian_x
AGN_182,AGN,33.0,34.0
AGN_227,AGN,14.0,51.0
AGN_866,AGN,54.0,36.0
AGN_1002,AGN,36.0,45.0
AGN_1438,AGN,3.0,17.0
AGN_1629,AGN,49.0,14.0
AGN_2012,AGN,14.0,8.0
AGN_2076,AGN,5.0,7.0
AGN_2281,AGN,57.0,55.0
AGN_2497,AGN,9.0,10.0
AGN_3265,AGN,38.0,12.0
AGN_4296,AGN,17.0,17.0
AGN_4322,AGN,36.0,46.0
AGN_4336,AGN,26.0,5.0
AGN_4936,AGN,56.0,19.0
AGN_4959,AGN,2.0,5.0
AGN_5118,AGN,4.0,20.0
AGN_5648,AGN,56.0,36.0
AGN_6855,AGN,16.0,40.0
AGN_6920,AGN,47.0,3.0
AGN_7142,AGN,6.0,2.0
