source_id,source_type,cartesian_y,cartesian_x
AGN_383,AGN,18.0,8.0
AGN_460,AGN,52.0,39.0
AGN_469,AGN,5.0,61.0
AGN_2060,AGN,54.0,14.0
AGN_2400,AGN,54.0,16.0
AGN_2416,AGN,57.0,41.0
AGN_2426,AGN,20.0,43.0
AGN_2692,AGN,16.0,36.0
AGN_3157,AGN,51.0,14.0
AGN_3396,AGN,19.0,34.0
AGN_3758,AGN,4.0,39.0
AGN_3776,AGN,7.0,23.0
AGN_3801,AGN,13.0,15.0
AGN_3900,AGN,37.0,44.0
AGN_4013,AGN,57.0,32.0
AGN_4294,AGN,28.0,12.0
AGN_4739,AGN,29.0,33.0
AGN_5172,AGN,12.0,62.0
AGN_5724,AGN,12.0,7.0
AGN_6432,AGN,14.0,37.0
AGN_7044,AGN,59.0,39.0
PSR_65,PSR,39.0,3.0
PSR_108,PSR,44.0,37.0
PSR_111,PSR,38.0,10.0
PSR_119,PSR,29.0,60.0
