source_id,source_type,cartesian_y,cartesian_x
AGN_477,AGN,118.0,3.0
AGN_576,AGN,67.0,64.0
AGN_1013,AGN,127.0,55.0
AGN_1143,AGN,9.0,72.0
AGN_1608,AGN,110.0,81.0
AGN_1894,AGN,72.0,92.0
AGN_1972,AGN,115.0,104.0
AGN_2628,AGN,3.0,97.0
AGN_3095,AGN,52.0,61.0
AGN_3387,AGN,43.0,74.0
AGN_3585,AGN,97.0,78.0
AGN_3765,AGN,105.0,46.0
AGN_3925,AGN,94.0,109.0
AGN_4204,AGN,32.0,38.0
AGN_4242,AGN,23.0,62.0
AGN_4281,AGN,54.0,37.0
AGN_4675,AGN,10.0,118.0
AGN_5234,AGN,114.0,34.0
AGN_5260,AGN,50.0,28.0
AGN_5311,AGN,115.0,112.0
AGN_5408,AGN,81.0,12.0
AGN_5659,AGN,71.0,1.0
AGN_5815,AGN,80.0,20.0
AGN_6262,AGN,47.0,54.0
PSR_52,PSR,117.0,27.0
PSR_61,PSR,119.0,78.0
PSR_74,PSR,120.0,68.0
