source_id,source_type,cartesian_y,cartesian_x
AGN_278,AGN,6.0,3.0
AGN_692,AGN,61.0,28.0
AGN_1029,AGN,20.0,25.0
AGN_1034,AGN,14.0,30.0
AGN_1379,AGN,54.0,17.0
AGN_1786,AGN,18.0,38.0
AGN_1962,AGN,51.0,42.0
AGN_2074,AGN,5.0,0.0
AGN_2774,AGN,58.0,19.0
AGN_2906,AGN,29.0,37.0
AGN_4099,AGN,32.0,60.0
AGN_4164,AGN,29.0,30.0
AGN_4385,AGN,21.0,9.0
AGN_4496,AGN,3.0,56.0
AGN_6300,AGN,44.0,49.0
AGN_6310,AGN,47.0,31.0
AGN_6840,AGN,31.0,30.0
AGN_6886,AGN,9.0,2.0
AGN_6930,AGN,43.0,6.0
AGN_6956,AGN,40.0,5.0
AGN_7258,AGN,7.0,5.0
AGN_7298,AGN,34.0,25.0
AGN_7694,AGN,33.0,42.0
