source_id,source_type,cartesian_y,cartesian_x
j0926.4+5412,AGN,12.0,49.0
j0929.3+5014,AGN,32.0,2.0
j0930.5+5132,AGN,30.0,18.0
j0932.6+5306,AGN,28.0,39.0
j0937.1+5008,AGN,48.0,6.0
j0944.2+5557,AGN,36.0,80.0
j0945.2+5200,AGN,55.0,33.0
j0945.7+5759,AGN,30.0,106.0
j0949.7+5819,AGN,35.0,112.0
j0954.2+4913,AGN,85.0,7.0
j0957.6+5523,AGN,62.0,82.0
j0958.4+5042,AGN,86.0,27.0
j1015.0+4926,AGN,124.0,27.0
j1015.6+5553,AGN,88.0,101.0
j1017.3+5204,AGN,113.0,59.0
j1021.9+5123,AGN,125.0,55.0
j1035.3+5541,AGN,121.0,116.0
