source_id,source_type,cartesian_y,cartesian_x
AGN_374,AGN,29.0,0.0
AGN_661,AGN,19.0,49.0
AGN_818,AGN,44.0,33.0
AGN_825,AGN,33.0,7.0
AGN_1123,AGN,59.0,18.0
AGN_1323,AGN,6.0,3.0
AGN_2682,AGN,43.0,11.0
AGN_3231,AGN,42.0,61.0
AGN_3318,AGN,60.0,8.0
AGN_4475,AGN,42.0,53.0
AGN_4548,AGN,51.0,36.0
AGN_4589,AGN,7.0,51.0
AGN_4904,AGN,33.0,23.0
AGN_5597,AGN,22.0,61.0
AGN_5693,AGN,31.0,40.0
AGN_5722,AGN,28.0,19.0
AGN_6092,AGN,10.0,8.0
AGN_6308,AGN,34.0,31.0
AGN_6569,AGN,55.0,61.0
AGN_6830,AGN,1.0,55.0
AGN_7074,AGN,55.0,29.0
AGN_7306,AGN,44.0,62.0
