source_id,source_type,cartesian_y,cartesian_x
AGN_427,AGN,59.0,75.0
AGN_462,AGN,26.0,90.0
AGN_482,AGN,21.0,118.0
AGN_761,AGN,9.0,51.0
AGN_790,AGN,88.0,17.0
AGN_884,AGN,57.0,60.0
AGN_1231,AGN,117.0,89.0
AGN_1302,AGN,51.0,89.0
AGN_1337,AGN,53.0,110.0
AGN_1929,AGN,85.0,25.0
AGN_2261,AGN,19.0,53.0
AGN_2290,AGN,97.0,56.0
AGN_2780,AGN,32.0,3.0
AGN_3001,AGN,39.0,19.0
AGN_3171,AGN,18.0,115.0
AGN_3287,AGN,104.0,77.0
AGN_4342,AGN,28.0,74.0
AGN_4370,AGN,93.0,64.0
AGN_4617,AGN,55.0,10.0
AGN_5252,AGN,30.0,10.0
AGN_5633,AGN,58.0,115.0
AGN_6008,AGN,109.0,65.0
AGN_6399,AGN,90.0,82.0
AGN_7160,AGN,11.0,67.0
