source_id,source_type,cartesian_y,cartesian_x
AGN_135,AGN,29.0,23.0
AGN_246,AGN,55.0,28.0
AGN_620,AGN,60.0,41.0
AGN_689,AGN,28.0,1.0
AGN_1345,AGN,3.0,7.0
AGN_1634,AGN,63.0,3.0
AGN_2261,AGN,13.0,61.0
AGN_2390,AGN,24.0,17.0
AGN_2790,AGN,32.0,60.0
AGN_3566,AGN,29.0,43.0
AGN_4184,AGN,42.0,42.0
AGN_5007,AGN,2.0,41.0
AGN_5391,AGN,50.0,1.0
AGN_5505,AGN,23.0,35.0
AGN_5576,AGN,0.0,43.0
AGN_5826,AGN,54.0,54.0
AGN_6058,AGN,18.0,22.0
AGN_6166,AGN,11.0,14.0
AGN_6760,AGN,45.0,33.0
AGN_6949,AGN,57.0,17.0
AGN_7202,AGN,62.0,3.0
AGN_7598,AGN,44.0,8.0
AGN_7850,AGN,20.0,55.0
