source_id,source_type,cartesian_y,cartesian_x
j1031.6+6019,AGN,1.0,12.0
j1058.6+5627,AGN,68.0,11.0
j1104.9+5748,AGN,62.0,31.0
j1105.7+6037,AGN,35.0,54.0
j1113.9+5523,AGN,96.0,24.0
j1118.0+5356,AGN,115.0,19.0
j1127.4+5648,AGN,95.0,54.0
j1128.0+5924,AGN,68.0,74.0
j1131.4+5809,AGN,85.0,69.0
j1139.0+5530,AGN,120.0,62.0
j1143.1+6122,AGN,60.0,107.0
j1145.6+5552,AGN,123.0,75.0
j1149.0+5924,AGN,86.0,103.0
j1149.2+6246,AGN,49.0,124.0
j1151.5+5859,AGN,93.0,104.0
j1154.0+6018,AGN,80.0,115.0
j1155.8+6137,AGN,67.0,126.0
j1203.7+5821,AGN,110.0,118.0
