source_id,source_type,cartesian_y,cartesian_x
AGN_541,AGN,23.0,33.0
AGN_763,AGN,7.0,4.0
AGN_2009,AGN,16.0,32.0
AGN_2209,AGN,57.0,41.0
AGN_2470,AGN,15.0,10.0
AGN_2493,AGN,6.0,35.0
AGN_3049,AGN,22.0,48.0
AGN_3455,AGN,11.0,16.0
AGN_3557,AGN,34.0,8.0
AGN_3976,AGN,14.0,48.0
AGN_4089,AGN,33.0,23.0
AGN_4308,AGN,1.0,34.0
AGN_4393,AGN,54.0,23.0
AGN_4596,AGN,37.0,36.0
AGN_4743,AGN,10.0,38.0
AGN_5071,AGN,54.0,45.0
AGN_5709,AGN,28.0,28.0
AGN_5874,AGN,32.0,35.0
AGN_6388,AGN,62.0,9.0
AGN_6493,AGN,48.0,42.0
AGN_7447,AGN,38.0,1.0
AGN_7496,AGN,31.0,7.0
PSR_19,PSR,59.0,39.0
PSR_94,PSR,53.0,52.0
