source_id,source_type,cartesian_y,cartesian_x
AGN_217,AGN,18.0,32.0
AGN_627,AGN,60.0,12.0
AGN_1601,AGN,24.0,52.0
AGN_1621,AGN,14.0,32.0
AGN_1706,AGN,49.0,37.0
AGN_1844,AGN,43.0,20.0
AGN_2011,AGN,63.0,49.0
AGN_2167,AGN,62.0,16.0
AGN_2435,AGN,9.0,52.0
AGN_2548,AGN,15.0,17.0
AGN_2583,AGN,27.0,22.0
AGN_2679,AGN,39.0,36.0
AGN_2745,AGN,62.0,29.0
AGN_2861,AGN,54.0,33.0
AGN_3782,AGN,13.0,45.0
AGN_4310,AGN,44.0,25.0
AGN_4343,AGN,48.0,37.0
AGN_4494,AGN,24.0,14.0
AGN_4709,AGN,18.0,29.0
AGN_4732,AGN,55.0,24.0
AGN_5224,AGN,49.0,2.0
PSR_62,PSR,20.0,9.0
