source_id,source_type,cartesian_y,cartesian_x
AGN_335,AGN,0.0,15.0
AGN_342,AGN,36.0,36.0
AGN_1062,AGN,21.0,57.0
AGN_1471,AGN,63.0,29.0
AGN_1664,AGN,26.0,36.0
AGN_1728,AGN,7.0,48.0
AGN_2135,AGN,13.0,45.0
AGN_2237,AGN,12.0,11.0
AGN_2239,AGN,28.0,48.0
AGN_2897,AGN,3.0,28.0
AGN_3316,AGN,27.0,27.0
AGN_3852,AGN,44.0,49.0
AGN_3995,AGN,31.0,39.0
AGN_4085,AGN,28.0,51.0
AGN_4334,AGN,54.0,4.0
AGN_4763,AGN,12.0,6.0
AGN_4822,AGN,3.0,19.0
AGN_5818,AGN,43.0,55.0
AGN_6089,AGN,21.0,41.0
AGN_6278,AGN,45.0,31.0
AGN_6335,AGN,46.0,61.0
AGN_6457,AGN,41.0,29.0
AGN_6460,AGN,63.0,33.0
AGN_6797,AGN,53.0,15.0
AGN_6907,AGN,33.0,8.0
AGN_7152,AGN,15.0,17.0
AGN_7328,AGN,18.0,58.0
