source_id,source_type,cartesian_y,cartesian_x
AGN_80,AGN,124.0,67.0
AGN_431,AGN,67.0,126.0
AGN_556,AGN,98.0,24.0
AGN_598,AGN,9.0,38.0
AGN_860,AGN,59.0,120.0
AGN_993,AGN,109.0,119.0
AGN_1005,AGN,26.0,61.0
AGN_1058,AGN,63.0,9.0
AGN_1122,AGN,93.0,75.0
AGN_1302,AGN,12.0,73.0
AGN_1316,AGN,77.0,74.0
AGN_1911,AGN,27.0,33.0
AGN_1963,AGN,103.0,56.0
AGN_2579,AGN,78.0,120.0
AGN_2978,AGN,57.0,22.0
AGN_3653,AGN,74.0,51.0
AGN_4180,AGN,24.0,53.0
AGN_4266,AGN,5.0,57.0
AGN_4687,AGN,93.0,72.0
AGN_4862,AGN,65.0,30.0
AGN_5084,AGN,14.0,58.0
AGN_5542,AGN,85.0,8.0
AGN_6107,AGN,104.0,99.0
