source_id,source_type,cartesian_y,cartesian_x
AGN_78,AGN,39.0,24.0
AGN_369,AGN,22.0,6.0
AGN_1041,AGN,10.0,59.0
AGN_1438,AGN,10.0,51.0
AGN_1513,AGN,14.0,45.0
AGN_1630,AGN,58.0,11.0
AGN_2413,AGN,54.0,30.0
AGN_2688,AGN,55.0,30.0
AGN_3101,AGN,8.0,45.0
AGN_3495,AGN,3.0,38.0
AGN_3705,AGN,10.0,60.0
AGN_4140,AGN,24.0,46.0
AGN_4164,AGN,43.0,19.0
AGN_4177,AGN,47.0,28.0
AGN_5282,AGN,41.0,12.0
AGN_5286,AGN,39.0,39.0
AGN_6227,AGN,36.0,31.0
AGN_6389,AGN,39.0,1.0
AGN_6547,AGN,10.0,9.0
AGN_6722,AGN,34.0,36.0
AGN_6775,AGN,1.0,49.0
AGN_7431,AGN,26.0,20.0
AGN_7477,AGN,9.0,3.0
