source_id,source_type,cartesian_y,cartesian_x
AGN_17,AGN,102.0,118.0
AGN_706,AGN,73.0,53.0
AGN_1055,AGN,26.0,17.0
AGN_1171,AGN,110.0,80.0
AGN_1684,AGN,119.0,114.0
AGN_1776,AGN,45.0,91.0
AGN_2555,AGN,55.0,52.0
AGN_2863,AGN,99.0,120.0
AGN_3193,AGN,52.0,104.0
AGN_3199,AGN,25.0,103.0
AGN_3258,AGN,84.0,107.0
AGN_3456,AGN,9.0,115.0
AGN_4151,AGN,75.0,46.0
AGN_4316,AGN,25.0,86.0
AGN_4568,AGN,98.0,58.0
AGN_5202,AGN,44.0,27.0
AGN_5607,AGN,38.0,81.0
AGN_5951,AGN,51.0,25.0
AGN_5963,AGN,3.0,85.0
AGN_7081,AGN,86.0,54.0
