source_id,source_type,cartesian_y,cartesian_x
j1008.7-2909,AGN,26.0,121.0
j1010.2-3119,AGN,6.0,101.0
j1016.5-2650,AGN,63.0,121.0
j1018.3-3124,AGN,18.0,83.0
j1023.9-3236,AGN,14.0,61.0
j1030.4-3001,AGN,51.0,65.0
j1031.8-2609,AGN,95.0,90.0
j1034.0-2547,AGN,102.0,87.0
j1035.9-3108,AGN,48.0,45.0
j1037.4-2933,AGN,67.0,53.0
j1037.7-2822,AGN,80.0,60.0
j1038.2-2425,AGN,123.0,87.0
j1039.2-2848,AGN,78.0,54.0
j1045.8-2928,AGN,81.0,33.0
j1046.8-2534,AGN,125.0,58.0
j1051.4-3139,AGN,65.0,6.0
j1057.8-2754,AGN,115.0,15.0
