source_id,source_type,cartesian_y,cartesian_x
AGN_24,AGN,99.0,106.0
AGN_369,AGN,110.0,94.0
AGN_535,AGN,65.0,38.0
AGN_772,AGN,50.0,20.0
AGN_896,AGN,65.0,104.0
AGN_1023,AGN,92.0,101.0
AGN_1643,AGN,24.0,31.0
AGN_2243,AGN,7.0,82.0
AGN_2466,AGN,21.0,127.0
AGN_3004,AGN,39.0,118.0
AGN_3155,AGN,111.0,119.0
AGN_3249,AGN,64.0,67.0
AGN_3501,AGN,86.0,113.0
AGN_3802,AGN,96.0,80.0
AGN_4270,AGN,7.0,13.0
AGN_4432,AGN,89.0,62.0
AGN_4784,AGN,34.0,30.0
AGN_5309,AGN,85.0,38.0
PSR_37,PSR,120.0,107.0
PSR_55,PSR,89.0,39.0
PSR_84,PSR,113.0,9.0
