source_id,source_type,cartesian_y,cartesian_x
AGN_551,AGN,31.0,3.0
AGN_830,AGN,50.0,51.0
AGN_1048,AGN,62.0,52.0
AGN_1087,AGN,9.0,60.0
AGN_1424,AGN,44.0,29.0
AGN_1495,AGN,22.0,31.0
AGN_2005,AGN,53.0,38.0
AGN_2099,AGN,0.0,33.0
AGN_2799,AGN,36.0,60.0
AGN_2808,AGN,41.0,50.0
AGN_3250,AGN,61.0,45.0
AGN_3564,AGN,42.0,33.0
AGN_4090,AGN,9.0,36.0
AGN_4178,AGN,52.0,46.0
AGN_4497,AGN,4.0,19.0
AGN_5016,AGN,7.0,14.0
AGN_5706,AGN,19.0,12.0
AGN_6485,AGN,2.0,26.0
AGN_6568,AGN,50.0,6.0
AGN_7471,AGN,7.0,40.0
AGN_7490,AGN,17.0,20.0
