source_id,source_type,cartesian_y,cartesian_x
AGN_11,AGN,89.0,108.0
AGN_1213,AGN,89.0,41.0
AGN_1385,AGN,111.0,119.0
AGN_1389,AGN,119.0,40.0
AGN_1469,AGN,119.0,99.0
AGN_1926,AGN,27.0,113.0
AGN_2340,AGN,29.0,76.0
AGN_3062,AGN,49.0,94.0
AGN_3077,AGN,99.0,95.0
AGN_3469,AGN,68.0,79.0
AGN_3876,AGN,54.0,113.0
AGN_4150,AGN,81.0,108.0
AGN_4266,AGN,87.0,93.0
AGN_4676,AGN,122.0,120.0
AGN_4957,AGN,29.0,34.0
AGN_5056,AGN,109.0,88.0
AGN_5501,AGN,124.0,110.0
AGN_5649,AGN,42.0,83.0
AGN_5715,AGN,99.0,115.0
AGN_5832,AGN,29.0,73.0
AGN_6032,AGN,68.0,78.0
PSR_0,PSR,5.0,60.0
PSR_46,PSR,1.0,53.0
PSR_125,PSR,48.0,99.0
