source_id,source_type,cartesian_y,cartesian_x
AGN_402,AGN,106.0,58.0
AGN_815,AGN,21.0,84.0
AGN_1297,AGN,104.0,30.0
AGN_1335,AGN,56.0,72.0
AGN_1675,AGN,77.0,7.0
AGN_1864,AGN,111.0,41.0
AGN_2092,AGN,71.0,71.0
AGN_2678,AGN,92.0,117.0
AGN_2837,AGN,124.0,93.0
AGN_2974,AGN,97.0,63.0
AGN_3146,AGN,13.0,60.0
AGN_3648,AGN,38.0,118.0
AGN_4107,AGN,109.0,69.0
AGN_4354,AGN,87.0,58.0
AGN_4413,AGN,123.0,121.0
AGN_4784,AGN,106.0,20.0
AGN_5495,AGN,39.0,54.0
AGN_6012,AGN,105.0,25.0
AGN_6197,AGN,124.0,75.0
AGN_6263,AGN,12.0,122.0
