46080,6,84.14973293629666,45.0,13,0
46081,6,84.14973293629666,135.0,8,0
46082,6,84.14973293629666,-135.0,14,0
46083,6,84.14973293629666,-45.0,9,0
46084,6,78.28414760510762,22.5,12,0
46085,6,78.28414760510762,67.5,11,0
46086,6,78.28414760510762,112.5,5,0
46087,6,78.28414760510762,157.5,5,0
46088,6,78.28414760510762,-157.5,9,0
46089,6,78.28414760510762,-112.5,13,0
46090,6,78.28414760510762,-67.5,10,0
46091,6,78.28414760510762,-22.5,10,0
46092,6,72.38756092964962,15.0,7,0
46093,6,72.38756092964962,45.0,9,0
46094,6,72.38756092964962,75.0,8,0
46095,6,72.38756092964962,105.0,5,0
46096,6,72.38756092964962,135.0,12,0
46097,6,72.38756092964962,165.0,5,0
46098,6,72.38756092964962,-165.0,8,0
46099,6,72.38756092964962,-135.0,3,0
46100,6,72.38756092964962,-105.0,12,0
46101,6,72.38756092964962,-75.0,15,0
46102,6,72.38756092964962,-45.0,7,0
46103,6,72.38756092964962,-15.0,14,0
46104,6,66.44353569089877,11.25,9,0
46105,6,66.44353569089877,33.75,4,0
46106,6,66.44353569089877,56.25,10,0
46107,6,66.44353569089877,78.75,9,0
46108,6,66.44353569089877,101.25,10,0
46109,6,66.44353569089877,123.75,9,0
46110,6,66.44353569089877,146.25,8,0
46111,6,66.44353569089877,168.75,5,0
46112,6,66.44353569089877,-168.75,8,0
46113,6,66.44353569089877,-146.25,6,0
46114,6,66.44353569089877,-123.75,6,0
46115,6,66.44353569089877,-101.25,18,0
46116,6,66.44353569089877,-78.75,10,0
46117,6,66.44353569089877,-56.25,14,0
46118,6,66.44353569089877,-33.75,13,0
46119,6,66.44353569089877,-11.25,11,0
46120,6,60.43443884495228,9.0,13,0
46121,6,60.43443884495228,27.0,10,0
46122,6,60.43443884495228,45.0,14,0
46123,6,60.43443884495228,63.0,18,0
46124,6,60.43443884495228,81.0,12,0
46125,6,60.43443884495228,99.0,9,0
46126,6,60.43443884495228,117.0,6,0
46127,6,60.43443884495228,135.0,11,0
46128,6,60.43443884495228,153.0,15,0
46129,6,60.43443884495228,171.0,10,0
46130,6,60.43443884495228,-171.0,13,0
46131,6,60.43443884495228,-153.0,9,0
46132,6,60.43443884495228,-135.0,13,0
46133,6,60.43443884495228,-117.0,6,0
46134,6,60.43443884495228,-99.0,23,0
46135,6,60.43443884495228,-81.0,13,0
46136,6,60.43443884495228,-63.0,11,0
46137,6,60.43443884495228,-45.0,14,0
46138,6,60.43443884495228,-27.0,16,0
46139,6,60.43443884495228,-9.0,10,0
46140,6,54.340912303861245,7.5,10,0
46141,6,54.340912303861245,22.5,10,0
46142,6,54.340912303861245,37.5,14,0
46143,6,54.340912303861245,52.5,20,0
46144,6,54.340912303861245,67.5,18,0
46145,6,54.340912303861245,82.5,5,0
46146,6,54.340912303861245,97.5,5,0
46147,6,54.340912303861245,112.5,8,0
46148,6,54.340912303861245,127.5,7,0
46149,6,54.340912303861245,142.5,10,0
46150,6,54.340912303861245,157.5,12,0
46151,6,54.340912303861245,172.5,9,0
46152,6,54.340912303861245,-172.5,7,0
46153,6,54.340912303861245,-157.5,10,0
46154,6,54.340912303861245,-142.5,13,0
46155,6,54.340912303861245,-127.5,7,0
46156,6,54.340912303861245,-112.5,14,0
46157,6,54.340912303861245,-97.5,11,0
46158,6,54.340912303861245,-82.5,13,0
46159,6,54.340912303861245,-67.5,12,0
46160,6,54.340912303861245,-52.50000000000006,7,0
46161,6,54.340912303861245,-37.5,6,0
46162,6,54.340912303861245,-22.5,10,0
46163,6,54.340912303861245,-7.5,11,0
46164,6,48.141207794360284,6.428571428571416,8,0
46165,6,48.141207794360284,19.285714285714278,7,0
46166,6,48.141207794360284,32.14285714285714,7,0
46167,6,48.141207794360284,45.0,12,0
46168,6,48.141207794360284,57.85714285714286,11,0
46169,6,48.141207794360284,70.71428571428572,14,0
46170,6,48.141207794360284,83.57142857142856,8,0
46171,6,48.141207794360284,96.42857142857144,13,0
46172,6,48.141207794360284,109.28571428571428,10,0
46173,6,48.141207794360284,122.14285714285711,8,0
46174,6,48.141207794360284,135.0,11,0
46175,6,48.141207794360284,147.8571428571429,14,0
