38400,5,84.14973293629666,45.0,21,0
38401,5,84.14973293629666,135.0,17,0
38402,5,84.14973293629666,-135.0,16,0
38403,5,84.14973293629666,-45.0,20,0
38404,5,78.28414760510762,22.5,24,0
38405,5,78.28414760510762,67.5,12,0
38406,5,78.28414760510762,112.5,14,0
38407,5,78.28414760510762,157.5,10,0
38408,5,78.28414760510762,-157.5,19,0
38409,5,78.28414760510762,-112.5,13,0
38410,5,78.28414760510762,-67.5,15,0
38411,5,78.28414760510762,-22.5,19,0
38412,5,72.38756092964962,15.0,17,0
38413,5,72.38756092964962,45.0,16,0
38414,5,72.38756092964962,75.0,15,0
38415,5,72.38756092964962,105.0,19,0
38416,5,72.38756092964962,135.0,16,0
38417,5,72.38756092964962,165.0,14,0
38418,5,72.38756092964962,-165.0,20,0
38419,5,72.38756092964962,-135.0,14,0
38420,5,72.38756092964962,-105.0,19,0
38421,5,72.38756092964962,-75.0,19,0
38422,5,72.38756092964962,-45.0,14,0
38423,5,72.38756092964962,-15.0,20,0
38424,5,66.44353569089877,11.25,15,0
38425,5,66.44353569089877,33.75,21,0
38426,5,66.44353569089877,56.25,14,0
38427,5,66.44353569089877,78.75,15,0
38428,5,66.44353569089877,101.25,22,0
38429,5,66.44353569089877,123.75,22,0
38430,5,66.44353569089877,146.25,22,0
38431,5,66.44353569089877,168.75,15,0
38432,5,66.44353569089877,-168.75,17,0
38433,5,66.44353569089877,-146.25,14,0
38434,5,66.44353569089877,-123.75,13,0
38435,5,66.44353569089877,-101.25,17,1
38436,5,66.44353569089877,-78.75,16,0
38437,5,66.44353569089877,-56.25,18,0
38438,5,66.44353569089877,-33.75,27,0
38439,5,66.44353569089877,-11.25,16,0
38440,5,60.43443884495228,9.0,15,0
38441,5,60.43443884495228,27.0,19,0
38442,5,60.43443884495228,45.0,16,0
38443,5,60.43443884495228,63.0,12,0
38444,5,60.43443884495228,81.0,17,0
38445,5,60.43443884495228,99.0,18,0
38446,5,60.43443884495228,117.0,11,0
38447,5,60.43443884495228,135.0,13,0
