source_id,source_type,cartesian_y,cartesian_x
AGN_64,AGN,53.0,54.0
AGN_326,AGN,59.0,104.0
AGN_391,AGN,53.0,56.0
AGN_737,AGN,15.0,60.0
AGN_1196,AGN,68.0,20.0
AGN_1659,AGN,33.0,3.0
AGN_1728,AGN,27.0,40.0
AGN_2371,AGN,43.0,15.0
AGN_2774,AGN,40.0,59.0
AGN_3193,AGN,95.0,91.0
AGN_3231,AGN,19.0,23.0
AGN_4361,AGN,74.0,13.0
AGN_4649,AGN,84.0,87.0
AGN_4955,AGN,95.0,50.0
AGN_5011,AGN,37.0,101.0
AGN_5027,AGN,82.0,66.0
AGN_5169,AGN,86.0,91.0
AGN_5451,AGN,124.0,29.0
AGN_5727,AGN,24.0,74.0
AGN_6244,AGN,117.0,79.0
AGN_6839,AGN,95.0,71.0
AGN_7012,AGN,42.0,37.0
AGN_7350,AGN,82.0,56.0
AGN_7414,AGN,113.0,90.0
PSR_89,PSR,25.0,86.0
PSR_111,PSR,12.0,74.0
