source_id,source_type,cartesian_y,cartesian_x
j1038.8-5312,AGN,124.0,104.0
j1047.2-5517,AGN,107.0,78.0
j1047.8-6216,AGN,29.0,36.0
j1102.0-6054,AGN,54.0,24.0
j1102.9-5628,AGN,106.0,45.0
j1125.0-5804,AGN,101.0,2.0
j1015.5-6030,PSR,23.0,90.0
j1016.3-5857,PSR,40.0,100.0
j1019.8-5749,PSR,55.0,103.0
j1023.0-5745,PSR,59.0,99.0
j1028.5-5819,PSR,58.0,87.0
j1044.4-5737,PSR,79.0,68.0
j1048.2-5832,PSR,71.0,57.0
j1055.7-6028,PSR,55.0,35.0
j1056.9-5852,PSR,74.0,42.0
j1104.9-6037,PSR,59.0,21.0
j1105.4-6108,PSR,53.0,18.0
j1111.8-6039,PSR,63.0,11.0
j1112.1-6108,PSR,57.0,8.0
