source_id,source_type,cartesian_y,cartesian_x
AGN_301,AGN,122.0,115.0
AGN_1308,AGN,77.0,116.0
AGN_1495,AGN,58.0,88.0
AGN_1527,AGN,26.0,99.0
AGN_2021,AGN,47.0,46.0
AGN_2462,AGN,76.0,102.0
AGN_3023,AGN,52.0,24.0
AGN_3057,AGN,75.0,94.0
AGN_3176,AGN,35.0,79.0
AGN_4715,AGN,108.0,93.0
AGN_4892,AGN,110.0,19.0
AGN_5081,AGN,60.0,105.0
AGN_5258,AGN,17.0,49.0
AGN_5362,AGN,74.0,8.0
AGN_5687,AGN,113.0,31.0
AGN_5864,AGN,35.0,40.0
AGN_5997,AGN,76.0,100.0
AGN_6338,AGN,13.0,53.0
AGN_6638,AGN,57.0,72.0
AGN_7060,AGN,3.0,94.0
