source_id,source_type,cartesian_y,cartesian_x
AGN_266,AGN,51.0,91.0
AGN_282,AGN,59.0,16.0
AGN_350,AGN,59.0,4.0
AGN_672,AGN,47.0,68.0
AGN_731,AGN,71.0,118.0
AGN_889,AGN,124.0,122.0
AGN_1795,AGN,65.0,40.0
AGN_1811,AGN,39.0,62.0
AGN_2158,AGN,64.0,70.0
AGN_2565,AGN,64.0,41.0
AGN_2907,AGN,98.0,56.0
AGN_2987,AGN,62.0,48.0
AGN_3167,AGN,19.0,4.0
AGN_3612,AGN,117.0,49.0
AGN_3633,AGN,107.0,112.0
AGN_3689,AGN,72.0,19.0
AGN_4094,AGN,99.0,61.0
AGN_4698,AGN,92.0,47.0
AGN_5886,AGN,4.0,92.0
AGN_5939,AGN,63.0,55.0
AGN_5996,AGN,95.0,47.0
