source_id,source_type,cartesian_y,cartesian_x
j0843.1+5034,AGN,19.0,124.0
j0846.9+4608,AGN,25.0,67.0
j0850.0+4855,AGN,32.0,103.0
j0851.9+4845,AGN,36.0,101.0
j0854.3+4408,AGN,42.0,42.0
j0901.4+4542,AGN,58.0,62.0
j0903.1+4652,AGN,61.0,77.0
j0904.6+4238,AGN,67.0,23.0
j0906.7+4950,AGN,67.0,115.0
j0912.2+4127,AGN,85.0,9.0
j0920.9+4441,AGN,102.0,52.0
j0922.6+4454,AGN,106.0,55.0
j0923.5+4210,AGN,112.0,20.0
j0923.5+4125,AGN,113.0,11.0
j0928.5+4048,AGN,125.0,4.0
j0929.3+5014,AGN,113.0,124.0
j0929.6+4621,AGN,120.0,75.0
j0930.5+4951,AGN,116.0,120.0
