source_id,source_type,cartesian_y,cartesian_x
AGN_377,AGN,17.0,46.0
AGN_509,AGN,28.0,60.0
AGN_544,AGN,40.0,59.0
AGN_1071,AGN,12.0,9.0
AGN_1221,AGN,37.0,55.0
AGN_2273,AGN,23.0,53.0
AGN_2578,AGN,48.0,1.0
AGN_2607,AGN,53.0,62.0
AGN_2720,AGN,4.0,17.0
AGN_3190,AGN,6.0,31.0
AGN_3477,AGN,57.0,40.0
AGN_3719,AGN,49.0,18.0
AGN_4048,AGN,7.0,42.0
AGN_4122,AGN,7.0,24.0
AGN_4413,AGN,41.0,8.0
AGN_4775,AGN,33.0,51.0
AGN_4980,AGN,16.0,17.0
AGN_5749,AGN,20.0,51.0
AGN_6452,AGN,38.0,2.0
AGN_7137,AGN,48.0,30.0
AGN_7462,AGN,44.0,35.0
AGN_7484,AGN,20.0,23.0
