source_id,source_type,cartesian_y,cartesian_x
AGN_247,AGN,32.0,62.0
AGN_518,AGN,37.0,34.0
AGN_1606,AGN,21.0,26.0
AGN_1826,AGN,112.0,27.0
AGN_1967,AGN,32.0,85.0
AGN_2142,AGN,29.0,38.0
AGN_2189,AGN,112.0,53.0
AGN_2245,AGN,53.0,12.0
AGN_2388,AGN,39.0,110.0
AGN_2793,AGN,79.0,32.0
AGN_3227,AGN,109.0,117.0
AGN_3335,AGN,100.0,73.0
AGN_3976,AGN,55.0,33.0
AGN_4111,AGN,95.0,26.0
AGN_4253,AGN,40.0,13.0
AGN_4693,AGN,10.0,6.0
AGN_4813,AGN,99.0,40.0
AGN_5003,AGN,66.0,85.0
AGN_5114,AGN,101.0,29.0
AGN_5368,AGN,84.0,43.0
AGN_5416,AGN,72.0,117.0
AGN_5446,AGN,56.0,39.0
