source_id,source_type,cartesian_y,cartesian_x
AGN_310,AGN,114.0,118.0
AGN_314,AGN,107.0,35.0
AGN_355,AGN,96.0,78.0
AGN_619,AGN,80.0,88.0
AGN_1037,AGN,72.0,73.0
AGN_1173,AGN,54.0,65.0
AGN_1235,AGN,69.0,85.0
AGN_1819,AGN,101.0,64.0
AGN_1940,AGN,52.0,37.0
AGN_2350,AGN,105.0,35.0
AGN_2463,AGN,95.0,5.0
AGN_3984,AGN,41.0,111.0
AGN_4327,AGN,119.0,88.0
AGN_4481,AGN,82.0,10.0
AGN_4647,AGN,123.0,41.0
AGN_4661,AGN,50.0,62.0
AGN_4872,AGN,93.0,42.0
AGN_5487,AGN,116.0,14.0
AGN_5656,AGN,73.0,16.0
AGN_6098,AGN,57.0,72.0
AGN_6578,AGN,39.0,18.0
AGN_7282,AGN,53.0,110.0
AGN_7295,AGN,67.0,113.0
AGN_7465,AGN,77.0,5.0
AGN_7530,AGN,101.0,28.0
