source_id,source_type,cartesian_y,cartesian_x
AGN_534,AGN,97.0,35.0
AGN_774,AGN,94.0,110.0
AGN_1181,AGN,80.0,87.0
AGN_1486,AGN,31.0,37.0
AGN_2134,AGN,111.0,113.0
AGN_2165,AGN,68.0,112.0
AGN_2217,AGN,72.0,26.0
AGN_2396,AGN,60.0,106.0
AGN_2567,AGN,90.0,114.0
AGN_2650,AGN,64.0,31.0
AGN_2754,AGN,54.0,80.0
AGN_2809,AGN,60.0,41.0
AGN_3363,AGN,28.0,107.0
AGN_3500,AGN,7.0,10.0
AGN_4684,AGN,103.0,93.0
AGN_4798,AGN,100.0,44.0
AGN_4827,AGN,106.0,77.0
AGN_5149,AGN,9.0,27.0
AGN_5503,AGN,20.0,111.0
AGN_5515,AGN,14.0,29.0
AGN_6487,AGN,89.0,14.0
