source_id,source_type,cartesian_y,cartesian_x
AGN_112,AGN,91.0,33.0
AGN_573,AGN,70.0,96.0
AGN_1008,AGN,31.0,54.0
AGN_1197,AGN,49.0,103.0
AGN_1203,AGN,97.0,75.0
AGN_2077,AGN,56.0,36.0
AGN_2180,AGN,25.0,31.0
AGN_2203,AGN,2.0,50.0
AGN_2255,AGN,117.0,38.0
AGN_2406,AGN,4.0,124.0
AGN_2452,AGN,77.0,39.0
AGN_2582,AGN,14.0,52.0
AGN_2615,AGN,21.0,2.0
AGN_2871,AGN,54.0,55.0
AGN_2899,AGN,38.0,119.0
AGN_3315,AGN,50.0,52.0
AGN_3479,AGN,68.0,22.0
AGN_3574,AGN,87.0,97.0
AGN_4210,AGN,91.0,67.0
AGN_4788,AGN,119.0,26.0
AGN_4808,AGN,6.0,17.0
AGN_4864,AGN,78.0,56.0
AGN_5132,AGN,2.0,35.0
AGN_5311,AGN,77.0,97.0
AGN_5435,AGN,8.0,40.0
AGN_5550,AGN,102.0,52.0
