source_id,source_type,cartesian_y,cartesian_x
AGN_695,AGN,101.0,30.0
AGN_713,AGN,55.0,28.0
AGN_715,AGN,95.0,100.0
AGN_926,AGN,64.0,16.0
AGN_1587,AGN,4.0,3.0
AGN_1977,AGN,108.0,3.0
AGN_2698,AGN,82.0,82.0
AGN_2819,AGN,69.0,80.0
AGN_2972,AGN,9.0,13.0
AGN_3411,AGN,40.0,74.0
AGN_3508,AGN,118.0,107.0
AGN_3905,AGN,13.0,45.0
AGN_3937,AGN,40.0,23.0
AGN_4069,AGN,56.0,109.0
AGN_4194,AGN,10.0,91.0
AGN_4311,AGN,37.0,108.0
AGN_4816,AGN,19.0,30.0
AGN_4849,AGN,38.0,124.0
AGN_5124,AGN,62.0,44.0
AGN_5604,AGN,115.0,63.0
AGN_5606,AGN,71.0,92.0
AGN_6009,AGN,116.0,54.0
AGN_6392,AGN,103.0,69.0
