source_id,source_type,cartesian_y,cartesian_x
AGN_744,AGN,54.0,40.0
AGN_1285,AGN,123.0,30.0
AGN_1620,AGN,66.0,5.0
AGN_1693,AGN,76.0,38.0
AGN_1872,AGN,79.0,25.0
AGN_2044,AGN,4.0,106.0
AGN_2093,AGN,98.0,125.0
AGN_2740,AGN,25.0,121.0
AGN_2918,AGN,6.0,91.0
AGN_3039,AGN,112.0,63.0
AGN_3258,AGN,70.0,78.0
AGN_3499,AGN,41.0,61.0
AGN_3951,AGN,85.0,104.0
AGN_4136,AGN,104.0,108.0
AGN_4176,AGN,92.0,105.0
AGN_4400,AGN,125.0,48.0
PSR_21,PSR,62.0,73.0
PSR_27,PSR,67.0,19.0
PSR_41,PSR,54.0,39.0
PSR_118,PSR,50.0,91.0
