source_id,source_type,cartesian_y,cartesian_x
AGN_60,AGN,3.0,51.0
AGN_254,AGN,28.0,14.0
AGN_299,AGN,50.0,62.0
AGN_1193,AGN,27.0,4.0
AGN_1461,AGN,63.0,40.0
AGN_1535,AGN,55.0,36.0
AGN_2715,AGN,2.0,2.0
AGN_2944,AGN,32.0,20.0
AGN_3059,AGN,27.0,54.0
AGN_3080,AGN,57.0,60.0
AGN_3238,AGN,42.0,23.0
AGN_3239,AGN,22.0,47.0
AGN_3342,AGN,3.0,40.0
AGN_3650,AGN,40.0,40.0
AGN_4305,AGN,34.0,17.0
AGN_5789,AGN,57.0,54.0
AGN_5850,AGN,62.0,22.0
AGN_5866,AGN,31.0,5.0
AGN_6275,AGN,19.0,47.0
AGN_6324,AGN,52.0,5.0
AGN_6451,AGN,6.0,56.0
AGN_6470,AGN,16.0,27.0
PSR_103,PSR,16.0,51.0
