source_id,source_type,cartesian_y,cartesian_x
AGN_476,AGN,24.0,1.0
AGN_736,AGN,31.0,57.0
AGN_1627,AGN,10.0,12.0
AGN_1835,AGN,17.0,36.0
AGN_1931,AGN,15.0,35.0
AGN_1981,AGN,56.0,35.0
AGN_2648,AGN,42.0,24.0
AGN_3041,AGN,55.0,56.0
AGN_3142,AGN,44.0,13.0
AGN_3410,AGN,5.0,59.0
AGN_3929,AGN,63.0,43.0
AGN_4392,AGN,15.0,53.0
AGN_4727,AGN,36.0,41.0
AGN_4840,AGN,35.0,49.0
AGN_5216,AGN,53.0,42.0
AGN_5285,AGN,32.0,46.0
AGN_5415,AGN,59.0,54.0
AGN_6102,AGN,11.0,4.0
AGN_6186,AGN,11.0,3.0
AGN_6224,AGN,45.0,46.0
AGN_6323,AGN,50.0,12.0
AGN_6465,AGN,30.0,62.0
AGN_6736,AGN,33.0,17.0
AGN_6792,AGN,28.0,61.0
AGN_6885,AGN,14.0,15.0
