source_id,source_type,cartesian_y,cartesian_x
AGN_535,AGN,51.0,77.0
AGN_799,AGN,123.0,15.0
AGN_1194,AGN,12.0,83.0
AGN_1422,AGN,114.0,45.0
AGN_1486,AGN,109.0,115.0
AGN_1892,AGN,66.0,91.0
AGN_2099,AGN,86.0,35.0
AGN_3500,AGN,88.0,85.0
AGN_3539,AGN,44.0,31.0
AGN_3981,AGN,105.0,45.0
AGN_4122,AGN,112.0,62.0
AGN_5149,AGN,88.0,102.0
AGN_5323,AGN,37.0,61.0
AGN_5515,AGN,93.0,106.0
AGN_5607,AGN,107.0,31.0
AGN_5704,AGN,81.0,89.0
AGN_5740,AGN,72.0,83.0
AGN_6298,AGN,60.0,40.0
AGN_6317,AGN,51.0,21.0
AGN_6833,AGN,56.0,63.0
AGN_7416,AGN,26.0,3.0
AGN_7504,AGN,81.0,97.0
