source_id,source_type,cartesian_y,cartesian_x
AGN_133,AGN,123.0,70.0
AGN_202,AGN,121.0,32.0
AGN_441,AGN,47.0,51.0
AGN_1082,AGN,121.0,4.0
AGN_1251,AGN,10.0,58.0
AGN_1917,AGN,65.0,71.0
AGN_2424,AGN,99.0,57.0
AGN_2428,AGN,13.0,74.0
AGN_2563,AGN,76.0,64.0
AGN_2763,AGN,111.0,37.0
AGN_2890,AGN,104.0,122.0
AGN_2988,AGN,116.0,44.0
AGN_3236,AGN,64.0,124.0
AGN_3316,AGN,127.0,61.0
AGN_3664,AGN,35.0,13.0
AGN_4024,AGN,93.0,119.0
AGN_4346,AGN,81.0,45.0
AGN_4753,AGN,9.0,47.0
AGN_4978,AGN,16.0,101.0
AGN_6125,AGN,39.0,34.0
AGN_6309,AGN,6.0,62.0
AGN_6434,AGN,117.0,81.0
PSR_36,PSR,47.0,38.0
