source_id,source_type,cartesian_y,cartesian_x
AGN_72,AGN,126.0,35.0
AGN_284,AGN,9.0,58.0
AGN_560,AGN,81.0,76.0
AGN_1655,AGN,51.0,92.0
AGN_1755,AGN,62.0,127.0
AGN_1858,AGN,125.0,77.0
AGN_2162,AGN,32.0,3.0
AGN_2368,AGN,90.0,5.0
AGN_3266,AGN,42.0,101.0
AGN_3487,AGN,23.0,90.0
AGN_3585,AGN,28.0,72.0
AGN_3711,AGN,112.0,43.0
AGN_3942,AGN,58.0,90.0
AGN_4290,AGN,61.0,92.0
AGN_4388,AGN,20.0,95.0
AGN_4498,AGN,95.0,27.0
AGN_4760,AGN,115.0,103.0
AGN_5052,AGN,118.0,20.0
AGN_5292,AGN,9.0,115.0
AGN_5308,AGN,53.0,111.0
AGN_6665,AGN,81.0,52.0
