source_id,source_type,cartesian_y,cartesian_x
AGN_131,AGN,113.0,46.0
AGN_448,AGN,43.0,81.0
AGN_1487,AGN,91.0,31.0
AGN_2372,AGN,73.0,42.0
AGN_2683,AGN,7.0,65.0
AGN_2907,AGN,124.0,121.0
AGN_3031,AGN,85.0,58.0
AGN_3072,AGN,63.0,23.0
AGN_3410,AGN,111.0,125.0
AGN_3488,AGN,119.0,117.0
AGN_3723,AGN,66.0,81.0
AGN_4008,AGN,4.0,33.0
AGN_4889,AGN,55.0,41.0
AGN_4890,AGN,44.0,85.0
AGN_5145,AGN,115.0,67.0
AGN_5518,AGN,38.0,92.0
AGN_6573,AGN,36.0,42.0
AGN_7488,AGN,17.0,86.0
AGN_7548,AGN,102.0,20.0
PSR_36,PSR,123.0,120.0
