source_id,source_type,cartesian_y,cartesian_x
j1608.0+4949,AGN,124.0,22.0
j1614.4+5028,AGN,110.0,15.0
j1615.6+4712,AGN,113.0,57.0
j1616.6+4630,AGN,112.0,66.0
j1618.0+5139,AGN,100.0,1.0
j1622.9+4401,AGN,101.0,100.0
j1626.8+4337,AGN,93.0,106.0
j1627.3+4758,AGN,86.0,50.0
j1631.2+4926,AGN,77.0,32.0
j1631.5+4219,AGN,84.0,123.0
j1637.2+4327,AGN,69.0,110.0
j1637.6+4548,AGN,66.0,80.0
j1637.7+4717,AGN,65.0,61.0
j1644.2+4546,AGN,52.0,81.0
j1647.5+4950,AGN,43.0,30.0
j1648.2+4232,AGN,44.0,123.0
j1657.7+4808,AGN,21.0,52.0
j1706.9+4543,AGN,1.0,82.0
