source_id,source_type,cartesian_y,cartesian_x
AGN_550,AGN,29.0,6.0
AGN_600,AGN,23.0,45.0
AGN_930,AGN,6.0,15.0
AGN_1096,AGN,26.0,26.0
AGN_1418,AGN,56.0,13.0
AGN_1707,AGN,34.0,59.0
AGN_2706,AGN,43.0,1.0
AGN_2821,AGN,20.0,56.0
AGN_3401,AGN,48.0,12.0
AGN_3555,AGN,27.0,57.0
AGN_4153,AGN,36.0,45.0
AGN_4464,AGN,5.0,53.0
AGN_4551,AGN,55.0,33.0
AGN_5112,AGN,28.0,59.0
AGN_5388,AGN,55.0,6.0
AGN_5407,AGN,54.0,28.0
AGN_5410,AGN,44.0,23.0
AGN_5428,AGN,12.0,23.0
AGN_6349,AGN,21.0,27.0
AGN_6696,AGN,34.0,50.0
AGN_6774,AGN,18.0,32.0
