source_id,source_type,cartesian_y,cartesian_x
AGN_346,AGN,75.0,40.0
AGN_363,AGN,105.0,112.0
AGN_631,AGN,37.0,9.0
AGN_940,AGN,26.0,27.0
AGN_1029,AGN,18.0,78.0
AGN_1500,AGN,96.0,97.0
AGN_1535,AGN,30.0,67.0
AGN_1831,AGN,18.0,63.0
AGN_2060,AGN,79.0,101.0
AGN_2812,AGN,104.0,2.0
AGN_3388,AGN,97.0,23.0
AGN_3636,AGN,84.0,73.0
AGN_3897,AGN,7.0,107.0
AGN_4204,AGN,57.0,28.0
AGN_4523,AGN,27.0,108.0
AGN_4624,AGN,24.0,102.0
AGN_4786,AGN,101.0,47.0
AGN_4984,AGN,18.0,19.0
AGN_5184,AGN,49.0,63.0
AGN_6225,AGN,82.0,40.0
AGN_6333,AGN,67.0,20.0
