source_id,source_type,cartesian_y,cartesian_x
AGN_332,AGN,82.0,103.0
AGN_373,AGN,91.0,116.0
AGN_706,AGN,10.0,123.0
AGN_787,AGN,100.0,119.0
AGN_1625,AGN,106.0,61.0
AGN_1676,AGN,2.0,53.0
AGN_1696,AGN,71.0,10.0
AGN_2391,AGN,119.0,122.0
AGN_2695,AGN,95.0,4.0
AGN_2946,AGN,37.0,69.0
AGN_4050,AGN,70.0,115.0
AGN_4151,AGN,12.0,116.0
AGN_4192,AGN,95.0,85.0
AGN_4568,AGN,35.0,127.0
AGN_4611,AGN,101.0,42.0
AGN_4972,AGN,65.0,76.0
AGN_5186,AGN,105.0,36.0
AGN_5300,AGN,110.0,72.0
AGN_5995,AGN,125.0,18.0
AGN_6454,AGN,22.0,46.0
AGN_7081,AGN,23.0,123.0
