source_id,source_type,cartesian_y,cartesian_x
AGN_214,AGN,114.0,39.0
AGN_357,AGN,59.0,44.0
AGN_505,AGN,8.0,62.0
AGN_679,AGN,84.0,47.0
AGN_1336,AGN,98.0,123.0
AGN_1642,AGN,16.0,4.0
AGN_1986,AGN,73.0,25.0
AGN_2034,AGN,58.0,109.0
AGN_2632,AGN,81.0,81.0
AGN_2754,AGN,44.0,1.0
AGN_3270,AGN,17.0,46.0
AGN_3317,AGN,53.0,114.0
AGN_3471,AGN,35.0,121.0
AGN_3607,AGN,30.0,104.0
AGN_3707,AGN,17.0,2.0
AGN_3827,AGN,61.0,118.0
AGN_3970,AGN,83.0,85.0
AGN_4947,AGN,58.0,41.0
AGN_5066,AGN,8.0,106.0
AGN_5114,AGN,57.0,2.0
AGN_6531,AGN,52.0,65.0
AGN_6741,AGN,46.0,5.0
