source_id,source_type,cartesian_y,cartesian_x
AGN_295,AGN,107.0,57.0
AGN_301,AGN,122.0,15.0
AGN_554,AGN,4.0,99.0
AGN_1054,AGN,55.0,86.0
AGN_1206,AGN,19.0,48.0
AGN_1308,AGN,77.0,10.0
AGN_1357,AGN,17.0,69.0
AGN_1365,AGN,83.0,87.0
AGN_1454,AGN,111.0,74.0
AGN_1570,AGN,126.0,42.0
AGN_3401,AGN,115.0,104.0
AGN_4009,AGN,57.0,48.0
AGN_4755,AGN,8.0,87.0
AGN_4786,AGN,17.0,82.0
AGN_4802,AGN,69.0,89.0
AGN_5873,AGN,110.0,49.0
AGN_5943,AGN,49.0,126.0
AGN_6789,AGN,89.0,90.0
AGN_7216,AGN,28.0,91.0
AGN_7383,AGN,126.0,108.0
AGN_7420,AGN,127.0,51.0
