source_id,source_type,cartesian_y,cartesian_x
AGN_768,AGN,67.0,43.0
AGN_800,AGN,111.0,43.0
AGN_1325,AGN,20.0,86.0
AGN_1488,AGN,110.0,50.0
AGN_1533,AGN,7.0,104.0
AGN_1769,AGN,32.0,57.0
AGN_2015,AGN,7.0,51.0
AGN_2145,AGN,12.0,9.0
AGN_2165,AGN,60.0,112.0
AGN_2362,AGN,8.0,61.0
AGN_2883,AGN,126.0,34.0
AGN_3464,AGN,3.0,126.0
AGN_3976,AGN,106.0,65.0
AGN_4285,AGN,87.0,43.0
AGN_4542,AGN,26.0,123.0
AGN_4673,AGN,44.0,14.0
AGN_5586,AGN,81.0,102.0
AGN_5618,AGN,106.0,80.0
AGN_5825,AGN,42.0,55.0
AGN_6012,AGN,80.0,59.0
AGN_6937,AGN,104.0,77.0
AGN_7037,AGN,31.0,97.0
AGN_7178,AGN,54.0,48.0
AGN_7681,AGN,45.0,122.0
