source_id,source_type,cartesian_y,cartesian_x
AGN_114,AGN,78.0,17.0
AGN_259,AGN,99.0,35.0
AGN_451,AGN,85.0,77.0
AGN_1351,AGN,15.0,15.0
AGN_1502,AGN,63.0,32.0
AGN_2317,AGN,44.0,106.0
AGN_2365,AGN,114.0,53.0
AGN_2375,AGN,19.0,41.0
AGN_2435,AGN,73.0,76.0
AGN_2755,AGN,114.0,59.0
AGN_2876,AGN,108.0,59.0
AGN_3404,AGN,13.0,29.0
AGN_4811,AGN,61.0,66.0
AGN_4926,AGN,84.0,71.0
AGN_5529,AGN,26.0,112.0
AGN_5606,AGN,32.0,107.0
AGN_6321,AGN,114.0,74.0
PSR_55,PSR,92.0,33.0
PSR_61,PSR,87.0,55.0
PSR_107,PSR,77.0,38.0
