source_id,source_type,cartesian_y,cartesian_x
AGN_305,AGN,119.0,127.0
AGN_634,AGN,118.0,124.0
AGN_754,AGN,6.0,53.0
AGN_1254,AGN,38.0,46.0
AGN_2198,AGN,100.0,35.0
AGN_2301,AGN,95.0,43.0
AGN_3224,AGN,47.0,48.0
AGN_3333,AGN,57.0,118.0
AGN_3572,AGN,55.0,3.0
AGN_3578,AGN,37.0,8.0
AGN_3677,AGN,92.0,97.0
AGN_4061,AGN,77.0,90.0
AGN_4665,AGN,77.0,8.0
AGN_4762,AGN,68.0,42.0
AGN_5041,AGN,100.0,9.0
AGN_5134,AGN,51.0,14.0
AGN_5143,AGN,34.0,95.0
AGN_5239,AGN,53.0,92.0
AGN_5590,AGN,78.0,59.0
AGN_5902,AGN,92.0,56.0
AGN_6120,AGN,3.0,84.0
AGN_6408,AGN,25.0,104.0
