source_id,source_type,cartesian_y,cartesian_x
j0001.2-0747,AGN,47.0,124.0
j0002.3-0815,AGN,40.0,123.0
j0003.3-0703,AGN,54.0,115.0
j0006.3-0620,AGN,59.0,103.0
j0013.6-0424,AGN,75.0,72.0
j0014.3-0500,AGN,67.0,73.0
j0016.2-0016,AGN,122.0,47.0
j0017.0-0649,AGN,42.0,73.0
j0017.5-0514,AGN,61.0,64.0
j0021.6-0855,AGN,12.0,68.0
j0022.0+0006,AGN,121.0,28.0
j0024.5-0810,AGN,18.0,56.0
j0028.8-0112,AGN,98.0,13.0
j0030.2+0001,AGN,111.0,4.0
j0030.6-0212,AGN,84.0,12.0
j0035.8-0837,AGN,1.0,24.0
j2357.4-0152,AGN,123.0,111.0
