source_id,source_type,cartesian_y,cartesian_x
AGN_211,AGN,74.0,124.0
AGN_289,AGN,105.0,41.0
AGN_503,AGN,60.0,108.0
AGN_671,AGN,23.0,124.0
AGN_781,AGN,60.0,17.0
AGN_1148,AGN,44.0,105.0
AGN_1215,AGN,3.0,8.0
AGN_1443,AGN,102.0,104.0
AGN_1974,AGN,102.0,10.0
AGN_2562,AGN,38.0,16.0
AGN_3069,AGN,74.0,9.0
AGN_3144,AGN,22.0,48.0
AGN_4069,AGN,4.0,78.0
AGN_5468,AGN,39.0,29.0
AGN_5796,AGN,6.0,9.0
AGN_5805,AGN,100.0,118.0
AGN_6009,AGN,44.0,5.0
AGN_6219,AGN,42.0,42.0
AGN_6781,AGN,38.0,50.0
PSR_70,PSR,85.0,77.0
PSR_120,PSR,111.0,111.0
PSR_129,PSR,34.0,109.0
