source_id,source_type,cartesian_y,cartesian_x
AGN_78,AGN,78.0,48.0
AGN_369,AGN,44.0,13.0
AGN_1041,AGN,20.0,118.0
AGN_1438,AGN,21.0,103.0
AGN_1513,AGN,28.0,90.0
AGN_1630,AGN,117.0,22.0
AGN_2413,AGN,109.0,61.0
AGN_2688,AGN,110.0,60.0
AGN_3101,AGN,17.0,91.0
AGN_3495,AGN,7.0,77.0
AGN_3705,AGN,20.0,121.0
AGN_4140,AGN,48.0,92.0
AGN_4164,AGN,86.0,39.0
AGN_4177,AGN,95.0,56.0
AGN_5282,AGN,83.0,25.0
AGN_5286,AGN,78.0,79.0
AGN_6227,AGN,73.0,63.0
AGN_6389,AGN,78.0,3.0
AGN_6547,AGN,21.0,18.0
AGN_6722,AGN,68.0,73.0
AGN_6775,AGN,2.0,99.0
