source_id,source_type,cartesian_y,cartesian_x
j1340.1+3857,AGN,93.0,29.0
j1341.2+3958,AGN,83.0,20.0
j1352.6+3133,AGN,120.0,125.0
j1353.2+3740,AGN,75.0,61.0
j1354.4+3707,AGN,77.0,68.0
j1359.7+4012,AGN,44.0,42.0
j1403.4+4319,AGN,15.0,14.0
j1403.6+3606,AGN,64.0,92.0
j1408.7+3617,AGN,52.0,97.0
j1412.0+3836,AGN,29.0,76.0
j1416.0+3443,AGN,45.0,124.0
j1418.4+3543,AGN,33.0,116.0
j1419.5+3821,AGN,14.0,88.0
j1421.1+3859,AGN,7.0,83.0
j1423.1+3738,AGN,11.0,101.0
j1424.5+3705,AGN,11.0,109.0
j1425.0+3615,AGN,15.0,119.0
j1426.4+3625,AGN,11.0,119.0
