source_id,source_type,cartesian_y,cartesian_x
AGN_35,AGN,42.0,112.0
AGN_66,AGN,77.0,122.0
AGN_398,AGN,55.0,33.0
AGN_606,AGN,41.0,84.0
AGN_838,AGN,99.0,55.0
AGN_907,AGN,115.0,26.0
AGN_1144,AGN,5.0,111.0
AGN_1465,AGN,38.0,88.0
AGN_1649,AGN,76.0,12.0
AGN_2071,AGN,102.0,124.0
AGN_2101,AGN,11.0,91.0
AGN_2335,AGN,96.0,78.0
AGN_2806,AGN,126.0,110.0
AGN_2852,AGN,58.0,72.0
AGN_2955,AGN,110.0,18.0
AGN_3630,AGN,56.0,74.0
AGN_4454,AGN,108.0,40.0
AGN_4730,AGN,111.0,126.0
AGN_4883,AGN,94.0,24.0
AGN_5464,AGN,21.0,58.0
